,0
2016-07-31,91.26299554505863
2016-08-07,92.80284119385794
2016-08-14,88.82238593513699
2016-08-21,87.09902410615871
2016-08-28,87.12013210793818
2016-09-04,82.94709191898774
2016-09-11,77.98320696212002
2016-09-18,79.9713473590297
2016-09-25,75.77127963985299
2016-10-02,75.61933930324821
2016-10-09,71.67655790308972
2016-10-16,64.67064591150321
2016-10-23,63.05245390042974
2016-10-30,63.35315883120462
2016-11-06,59.411960596548916
2016-11-13,54.32612811262031
2016-11-20,47.36974494271524
2016-11-27,43.924598764802745
2016-12-04,42.539630592460504
2016-12-11,39.89756710400466
2016-12-18,41.60430087303709
2016-12-25,37.46042970326224
2017-01-01,35.1387816313277
2017-01-08,38.519894059399924
2017-01-15,34.377079355684806
2017-01-22,36.41654270501938
2017-01-29,38.98670737553925
2017-02-05,38.177441999804756
2017-02-12,42.84365613102623
2017-02-19,45.88539253796593
2017-02-26,46.84473854082873
2017-03-05,51.14086640785207
2017-03-12,54.739400209154695
2017-03-19,57.256588792978114
2017-03-26,67.67911585199414
2017-04-02,70.55990937379529
2017-04-09,78.84415279182498
2017-04-16,71.57455932022191
2017-04-23,73.93068591398287
2017-04-30,84.18654794094824
2017-05-07,83.45080609520286
2017-05-14,85.12125545413339
2017-05-21,86.69080571169248
2017-05-28,86.78999381093512
2017-06-04,92.3745365188703
2017-06-11,91.6812988985952
2017-06-18,89.37726239600038
2017-06-25,91.97601952844354
2017-07-02,94.96184250335037
2017-07-09,90.14627796481575
2017-07-16,92.00234502238874
2017-07-23,94.491715491955
2017-07-30,91.74402953352867
2017-08-06,93.284041508276
2017-08-13,89.30329518971789
2017-08-20,87.57885231778171
2017-08-27,87.60116610240969
2017-09-03,83.42583908663227
2017-09-10,78.46232833095615
2017-09-17,80.45429397494986
2017-09-24,76.25264625984443
2017-10-01,76.09962488703154
2017-10-08,72.15842347515147
2017-10-15,65.15442409012545
2017-10-22,63.533280000818486
2017-10-29,63.83315336557007
2017-11-05,59.89503194289937
2017-11-12,54.806829480924065
2017-11-19,47.85040472303521
2017-11-26,44.404593288334546
2017-12-03,43.019583540950975
2017-12-10,40.37826846237314
2017-12-17,42.08541806840613
2017-12-24,37.942501350273744
2017-12-31,35.62034269221001
2018-01-07,39.00272628072405
2018-01-14,34.85732350641793
2018-01-21,36.897157864385086
2018-01-28,39.46419086144176
2018-02-04,38.65855756227833
2018-02-11,43.323182983680084
2018-02-18,46.36556065615031
2018-02-25,47.32385572508562
2018-03-04,51.61833911757497
2018-03-11,55.21916268035551
2018-03-18,57.736675405405535
2018-03-25,68.16016171241918
2018-04-01,71.0406602594477
2018-04-08,79.32667583738193
2018-04-15,72.0555686615971
2018-04-22,74.4116281182938
2018-04-29,84.6694255785001
2018-05-06,83.93220585761877
2018-05-13,85.60296943807087
2018-05-20,87.1717042139023
2018-05-27,87.26889076923517
2018-06-03,92.8553279426072
2018-06-10,92.16220646540664
2018-06-17,89.85709773587166
2018-06-24,92.4571342669683
2018-07-01,95.44275896993919
2018-07-08,90.62697633914475
2018-07-15,92.48362828962608
2018-07-22,94.97285005597732
2018-07-29,92.22489643600213
2018-08-05,93.76486875414065
2018-08-12,89.7841918321273
2018-08-19,88.06000671009843
2018-08-26,88.08203300345224
2018-09-02,83.9072512290996
2018-09-09,78.943651253729
2018-09-16,80.93470485526035
2018-09-23,76.73343385395816
2018-09-30,76.58067022944323
2018-10-07,72.63909210558397
2018-10-14,65.63463670337562
2018-10-21,64.01419646943853
2018-10-28,64.3142681020423
2018-11-04,60.37541308409859
2018-11-11,55.28777568904993
2018-11-18,48.33136084686229
2018-11-25,44.885708027389825
2018-12-02,43.50070819262163
2018-12-09,40.859214672867836
2018-12-16,42.56626513210231
2018-12-23,38.423120846859334
2018-12-30,36.10108392635145
2019-01-06,39.48316443580316
2019-01-13,35.33837872759048
2019-01-20,37.37812462705565
2019-01-27,39.94590429984696
2019-02-03,39.13940501530101
2019-02-10,43.804409228133494
2019-02-17,46.84663400554084
2019-02-24,47.80517964557547
2019-03-03,52.10005512531311
2019-03-10,55.700332746968634
2019-03-17,58.21776818797505
2019-03-24,68.64102578429718
2019-03-31,71.5215946612971
2019-04-07,79.80718770833396
2019-04-14,72.53644144060523
2019-04-21,74.8925169045956
2019-04-28,85.14985290512098
2019-05-05,84.41298554968128
2019-05-12,86.08367421121599
2019-05-19,87.65260341996812
2019-05-26,87.75026719755509
2019-06-02,93.3362526790798
2019-06-09,92.64310351022604
2019-06-16,90.33825042862104
2019-06-23,92.93798191644264
2019-06-30,95.92365389281072
2019-07-07,91.10792326111523
2019-07-14,92.9644357572929
2019-07-21,95.45369297851634
2019-07-28,92.70580317630056
2019-08-04,94.24578494964821
2019-08-11,90.2650914816199
2019-08-18,88.54084490503529
2019-08-25,88.56293974409186
2019-09-01,84.38802796942274
2019-09-08,79.42444926644264
2019-09-15,81.41572032358796
2019-09-22,77.21435950351662
2019-09-29,77.06153442482965
2019-10-06,73.12004611930462
2019-10-13,66.1156994439379
2019-10-20,64.49509139182577
2019-10-27,64.79511575200605
2019-11-03,60.85643564303539
2019-11-10,55.76866352073386
2019-11-17,48.812246314374605
2019-11-24,45.36655567673769
2019-12-01,43.981553478533634
2019-12-08,41.34010250398697
2019-12-15,43.047176602502326
2019-12-22,38.904086575419235
2019-12-29,36.582020629382335
2020-01-05,39.9641734010875
2020-01-12,35.81924056761285
2020-01-19,37.85900755797965
2020-01-26,40.42660920306173
2020-02-02,39.620316392875026
2020-02-09,44.28523029157575
2020-02-16,47.32749152330526
2020-02-23,48.285977420406326
2020-03-01,52.58075941592934
2020-03-08,56.18116720472886
2020-03-15,58.698621072343514
2020-03-22,69.1219331994862
2020-03-29,72.00248530791696
2020-04-05,80.28817909775854
2020-04-12,73.0173467797787
2020-04-19,75.37341842719691
2020-04-26,85.63086445220291
2020-05-03,84.89391308330266
2020-05-10,86.56461960753548
2020-05-17,88.1335024582156
2020-05-24,88.23105245309777
2020-05-31,93.81714563018714
2020-06-07,93.12400306377317
2020-06-14,90.81908902878075
2020-06-21,93.41889324717727
2020-06-28,96.40455395228767
2020-07-05,91.58881092259927
2020-07-12,93.44535666845826
2020-07-19,95.93460543628032
2020-07-26,93.18670041818302
2020-08-02,94.72667993715285
2020-08-09,90.74599041414244
2020-08-16,89.02175848998763
2020-08-23,89.04383698589297
2020-08-30,84.86895620681868
2020-09-06,79.90537243192482
2020-09-13,81.89659164176476
2020-09-20,77.69525223691956
2020-09-27,77.54244181057092
2020-10-04,73.60093208992345
2020-10-11,66.5965594911342
2020-10-18,64.97599145141818
2020-10-25,65.27602708262401
2020-11-01,61.33730527061901
2020-11-08,56.249565270941915
2020-11-15,49.29314862826517
2020-11-22,45.84746700750249
2020-11-29,44.462465372805525
2020-12-06,41.821004254329694
2020-12-13,43.52807271660051
2020-12-20,39.38496975290324
2020-12-27,37.062910727338235
2021-01-03,40.44504626976588
2021-01-10,36.300148514936694
2021-01-17,38.33991047666157
2021-01-24,40.907554568369115
2021-01-31,40.101212529105474
2021-02-07,44.766147961140206
2021-02-14,47.80840050117242
2021-02-21,48.76690064260622
2021-02-28,53.06170492729682
2021-03-07,56.66208168072531
2021-03-14,59.17953115493771
2021-03-21,69.6028302804565
2021-03-28,72.48338638696809
2021-04-04,80.76905615699772
2021-04-11,73.49824435572731
2021-04-18,75.85431691311963
2021-04-25,86.11173670531086
2021-05-02,85.37480536749402
2021-05-09,87.04550763277604
2021-05-16,88.61440153647553
2021-05-23,88.71197866023485
2021-05-30,94.29804615978607
2021-06-06,93.6049020191717
2021-06-13,91.30000251711697
2021-06-20,93.89978939457548
2021-06-27,96.88545278705885
2021-07-04,92.0697127133876
2021-07-11,93.92625053162243
2021-07-18,96.41550131496423
2021-07-25,93.667599924745
2021-08-01,95.20757998121952
2021-08-08,91.22688951761005
2021-08-15,89.50265409991928
2021-08-22,89.52473649247433
2021-08-29,85.3498483232111
2021-09-05,80.38626575759878
2021-09-12,82.37749732923996
2021-09-19,78.17615281842511
2021-09-26,78.02333889856232
2021-10-03,74.08183428385978
2021-10-10,67.07746786591628
2021-10-17,65.45689028616182
2021-10-24,65.75692323005
2021-10-31,61.81821136117738
2021-11-07,56.73046370259699
2021-11-14,49.77404692552309
2021-11-21,46.32836315489347
2021-11-28,44.943361385841165
2021-12-05,42.30190268595266
2021-12-12,44.00897249205677
2021-12-19,39.86587261279853
2021-12-26,37.54381193720568
2022-01-02,40.925951587559524
2022-01-09,36.781045469031596
2022-01-16,38.820808629720844
2022-01-23,41.38844260100376
2022-01-30,40.58211229928479
2022-02-06,45.24704259718975
2022-02-13,48.2892972095579
2022-02-20,49.24779395475715
2022-02-27,53.54259292510679
2022-03-06,57.14297707820792
2022-03-13,59.66042759992635
2022-03-20,70.08372982538428
2022-03-27,72.96428497864515
2022-04-03,81.24996047564822
2022-04-10,73.97914378263886
2022-04-17,76.33521612306872
2022-04-24,86.59264216987317
2022-05-01,85.85570605610376
2022-05-08,87.52640933683493
2022-05-15,89.09530060519539
2022-05-22,89.19287126069598
2022-05-29,94.77894488246744
2022-06-05,94.08580111718507
2022-06-12,91.78089815008455
2022-06-19,94.38068916209212
2022-06-26,97.36635191383303
2022-07-03,92.55061113536726
2022-07-10,94.40715084376231
2022-07-17,96.89640114654962
2022-07-24,94.14849889134607
2022-07-31,95.68847881966492
2022-08-07,91.70778858031971
2022-08-14,89.98355399558251
2022-08-21,90.00563545907079
2022-08-28,85.83074905182868
2022-09-04,80.8671661978909
2022-09-11,82.85839482214399
2022-09-18,78.65705152873053
2022-09-25,78.5042384418161
2022-10-02,74.56273260971805
2022-10-09,67.5583647180936
2022-10-16,65.93778941294256
2022-10-23,66.23782299756004
2022-10-30,62.29910875797548
2022-11-06,57.21136292548498
2022-11-13,50.25494618045499
2022-11-20,46.80926292241187
2022-11-27,45.42426118539351
2022-12-04,42.78280190884831
2022-12-11,44.489871394546185
2022-12-18,40.34677077987418
2022-12-25,38.02471049769264
2023-01-01,41.40684916860567
2023-01-08,37.26194504420993
2023-01-15,39.30170791903362
2023-01-22,41.869344303299755
2023-01-29,41.06301120303238
2023-02-05,45.72794272505285
2023-02-12,48.77019684332002
2023-02-19,49.72869439827353
2023-02-26,54.02349463570593
2023-03-05,57.62387702452478
2023-03-12,60.141327296489415
2023-03-19,70.56462878283791
2023-03-26,73.44518416337958
2023-04-02,81.73085829491714
2023-04-09,74.46004276823078
2023-04-16,76.81611516039037
2023-04-23,87.0735397159257
2023-04-30,86.33660474087267
2023-05-07,88.00730777949329
2023-05-14,89.5761996761899
2023-05-21,89.6737718738985
2023-05-28,95.25984403596692
2023-06-04,94.56670018119523
2023-06-11,92.26179804025543
2023-06-18,94.8615880664746
2023-06-25,97.84725097098585
2023-07-02,93.03151036056218
2023-07-09,94.88804961829186
2023-07-16,97.37730003565638
2023-07-23,94.62939798668849
2023-07-30,96.16937794556313
2023-08-06,92.18868765274725
2023-08-13,90.46445286941137
2023-08-20,90.4865345544143
2023-08-27,86.31164772705866
2023-09-03,81.34806494186547
2023-09-10,83.33929426885568
2023-09-17,79.13795068518077
2023-09-24,78.9851373996689
2023-10-01,75.0436318578309
2023-10-08,68.03926431757188
2023-10-15,66.41868847009381
2023-10-22,66.71872190194408
2023-10-29,62.78000822760142
2023-11-05,57.692261959721655
2023-11-12,50.73584520705153
2023-11-19,47.290161826793906
2023-11-26,45.90516008213779
2023-12-03,43.26370094308316
2023-12-10,44.97077050517455
2023-12-17,40.82767006584509
2023-12-24,38.50560968986365
2023-12-31,41.88774859430187
2024-01-07,37.74284399445104
2024-01-14,39.78260693743282
2024-01-21,42.35024274637843
2024-01-28,41.54391031336075
2024-02-04,46.20884154351895
2024-02-11,49.25109577959317
2024-02-18,50.209593141479345
2024-02-25,54.50439307680491
2024-03-03,58.104775886276414
2024-03-10,60.62222621778912
2024-03-17,71.04552788036132
2024-03-24,73.92608320671309
2024-03-31,82.2117576638146
2024-04-07,74.94094185904524
2024-04-14,77.29701423887107
2024-04-21,87.55443914996533
2024-04-28,86.81750390341149
2024-05-05,88.48820699975782
2024-05-12,90.0570987466421
2024-05-19,90.15467057664654
2024-05-26,95.74074308674767
2024-06-02,95.04759925331264
2024-06-09,92.74269691539376
2024-06-16,95.34248717665157
2024-06-23,98.32815004473824
2024-06-30,93.51240939424876
2024-07-07,95.36894875942927
2024-07-14,97.85819914947547
2024-07-21,95.11029705133541
2024-07-28,96.65027700292472
2024-08-04,92.6695867228577
2024-08-11,90.94535198687312
2024-08-18,90.96743361906097
2024-08-25,86.79254689187177
2024-09-01,81.828964090288
2024-09-08,83.82019324972666
2024-09-15,79.61884973525792
2024-09-22,79.46603649709705
2024-09-29,75.5245308860532
2024-10-06,68.52016326201914
2024-10-13,66.89958754384654
2024-10-20,67.19962101212064
2024-10-27,63.26090720300901
2024-11-03,58.173161038937835
2024-11-10,51.21674428808933
2024-11-17,47.77106093697094
2024-11-24,46.386059194135875
2024-12-01,43.74460002229977
2024-12-08,45.45166956617688
2024-12-15,41.308569085041015
2024-12-22,38.986508731424
2024-12-29,42.3686475801835
2025-01-05,38.22374309369405
2025-01-12,40.26350602042509
2025-01-19,42.83114196654268
2025-01-26,42.02480937443461
2025-02-02,46.68974067418067
2025-02-09,49.7319948821665
2025-02-16,50.69049229008515
2025-02-23,54.985292297441156
2025-03-02,58.58567500661768
2025-03-09,61.10312532393251
2025-03-16,71.52642694448821
2025-03-23,74.40698228376031
2025-03-30,82.69265666323857
2025-04-06,75.42184092477173
2025-04-13,77.77791330753826
2025-04-20,88.03533813385765
2025-04-27,87.29840295203695
2025-05-04,88.96910603461991
2025-05-11,90.53799781722348
2025-05-18,90.63556973489854
2025-05-25,96.22164216201926
2025-06-01,95.528498323497
2025-06-08,93.22359603254327
2025-06-15,95.82338623776148
2025-06-22,98.80904911453277
2025-06-29,93.99330847359607
2025-07-06,95.84984781315738
2025-07-13,98.33909820971701
2025-07-20,95.59119612330095
2025-07-27,97.13117607662728
2025-08-03,93.15048579352059
2025-08-10,91.42625104624618
2025-08-17,91.44833269102658
2025-08-24,87.27344593995497
2025-08-31,82.30986314227917
2025-09-07,84.30109234166665
2025-09-14,80.09974881069728
2025-09-21,79.94693556124668
2025-09-28,76.00542996670337
2025-10-05,69.00106236264357
2025-10-12,67.38048661364103
2025-10-19,67.68052007323071
2025-10-26,63.74180629625163
2025-11-02,58.654060107429686
2025-11-09,51.697643356146855
2025-11-16,48.251959998080885
2025-11-23,46.866958254811635
2025-11-30,44.225499090791516
2025-12-07,45.93256863901141
2025-12-14,41.78946816784331
2025-12-21,39.46740780889401
2025-12-28,42.849546670928824
2026-01-04,38.704642157410944
2026-01-11,40.7444050880166
2026-01-18,43.31204100142868
2026-01-25,42.50570844725206
2026-02-01,47.17063973040649
2026-02-08,50.21289394508936
2026-02-15,51.17139134203262
2026-02-22,55.46619133221462
2026-03-01,59.06657406530418
2026-03-08,61.58402438600417
2026-03-15,72.00732601657775
2026-03-22,74.88788135276928
2026-03-29,83.17355575075503
2026-04-05,75.90273999647987
2026-04-12,78.25881237854524
2026-04-19,88.51623722507726
2026-04-26,87.77930202782242
2026-05-03,89.45000511368693
2026-05-10,91.01889688777408
2026-05-17,91.1164687845461
2026-05-24,96.70254123145159
2026-05-31,96.00939739414227
2026-06-07,93.70449509199078
2026-06-14,96.30428531057036
2026-06-21,99.28994818527097
2026-06-28,94.47420754205665
2026-07-05,96.33074688772628
2026-07-12,98.81999728273294
2026-07-19,96.07209519352155
2026-07-26,97.61207514643374
2026-08-02,93.63138486405177
2026-08-09,91.90715011946916
2026-08-16,91.92923176124715
2026-08-23,87.75434501586975
2026-08-30,82.79076221726218
2026-09-06,84.78199140712478
2026-09-13,80.58064788008961
2026-09-20,80.42783463333079
2026-09-27,76.4863290348533
2026-10-04,69.48196142603109
2026-10-11,67.86138568437924
2026-10-18,68.16141914603952
2026-10-25,64.22270536139919
2026-11-01,59.134959178478496
2026-11-08,52.17854242729922
2026-11-15,48.732859070889745
2026-11-22,47.34785732772401
2026-11-29,44.70639816184036
2026-12-06,46.4134677090248
2026-12-13,42.27036723548013
2026-12-20,39.94830687780219
2026-12-27,43.33044573667181
2027-01-03,39.18554122959825
2027-01-10,41.22530415928009
2027-01-17,43.79294008049005
2027-01-24,42.98660751726955
2027-01-31,47.65153880437988
2027-02-07,50.693793017465985
2027-02-14,51.652290417026066
2027-02-21,55.947090411302824
2027-02-28,59.54747313869087
2027-03-07,62.06492345858375
2027-03-14,72.48822508676878
2027-03-21,75.36878042369482
2027-03-28,83.65445481726786
2027-04-04,76.38363906676184
2027-04-11,78.7397114489944
2027-04-18,88.99713629070718
2027-04-25,88.26020109713225
2027-05-02,89.93090418221436
2027-05-09,91.49979595833203
2027-05-16,91.59736786008791
2027-05-23,97.18344030227618
2027-05-30,96.49029646467767
2027-06-06,94.18539416519603
2027-06-13,96.7851843805899
2027-06-20,99.77084725578423
2027-06-27,94.95510661311295
2027-07-04,96.81164595732618
2027-07-11,99.30089635270312
2027-07-18,96.55299426415819
2027-07-25,98.09297421716911
2027-08-01,94.11228393461435
2027-08-08,92.38804918938993
2027-08-15,92.41013083188379
2027-08-22,88.23524408514875
2027-08-29,83.27166128676333
2027-09-05,85.26289047889692
2027-09-12,81.06154695092374
2027-09-19,80.90873370352311
2027-09-26,76.96722810598365
2027-10-03,69.96286049829693
2027-10-10,68.34228475489248
2027-10-17,68.64231821605905
2027-10-24,64.70360443324537
2027-10-31,59.61585824891766
2027-11-07,52.659441497713686
2027-11-14,49.213758140909256
2027-11-21,47.82875639771884
2027-11-28,45.1872972322795
2027-12-05,46.894366779710836
2027-12-12,42.751266306732795
2027-12-19,40.429205948751736
2027-12-26,43.81134480837602
2028-01-02,39.66644029976595
2028-01-09,41.706203229668056
2028-01-16,44.273839149018784
2028-01-23,43.467506587954595
2028-01-30,48.132437874121734
2028-02-06,51.174692087588554
2028-02-13,52.133189486524735
2028-02-20,56.42798947982518
2028-02-27,60.02837220857262
2028-03-05,62.545822528657936
2028-03-12,72.96912415741247
2028-03-19,75.84967949416338
2028-03-26,84.13535388878853
2028-04-02,76.86453813738385
2028-04-09,79.22061051957654
2028-04-16,89.47803536243835
2028-04-23,88.74110016798603
2028-04-30,90.41180325325467
2028-05-07,91.98069502888822
2028-05-14,92.07826692945581
2028-05-21,97.6643393727688
2028-05-28,96.97119553523922
2028-06-04,94.66629323512102
2028-06-11,97.26608345127444
2028-06-18,100.25174632635105
2028-06-25,95.4360056835503
2028-07-02,97.29254502811077
2028-07-09,99.78179542339942
2028-07-16,97.03389333469559
2028-07-23,98.57387328768297
2028-07-30,94.59318300516941
2028-08-06,92.86894826009804
2028-08-13,92.89102990242121
2028-08-20,88.71614315600985
2028-08-27,83.7525603575715
2028-09-03,85.74378954916362
2028-09-10,81.5424460214141
2028-09-17,81.38963277416649
2028-09-24,77.44812717640337
2028-10-01,70.44375956844591
2028-10-08,68.82318382545932
2028-10-15,69.12321728674362
2028-10-22,65.18450350349443
2028-10-29,60.096757319502174
2028-11-05,53.14034056830409
2028-11-12,49.69465721159383
2028-11-19,48.3096554684093
2028-11-26,45.668196302864025
2028-12-03,47.37526585023648
2028-12-10,43.232165377123344
2028-12-17,40.910105019214555
2028-12-24,44.292243878658915
2028-12-31,40.14733937041518
2029-01-07,42.18710230026477
2029-01-14,44.75473822005879
2029-01-21,43.94840565848048
2029-01-28,48.61333694487249
2029-02-04,51.65559115824854
2029-02-11,52.61408855733347
2029-02-18,56.90888855086669
2029-02-25,60.50927127929002
2029-03-04,63.026721599329456
2029-03-11,73.4500232279482
2029-03-18,76.33057856474088
2029-03-25,84.61625295911517
2029-04-01,77.34543720792476
2029-04-08,79.70150959012696
2029-04-15,89.95893443271481
2029-04-22,89.2219992384717
2029-04-29,90.89270232369586
2029-05-06,92.46159409944485
2029-05-13,92.55916600029576
2029-05-20,98.14523844334059
2029-05-27,97.45209460579457
2029-06-03,95.14719230582814
2029-06-10,97.74698252180046
2029-06-17,100.73264539690516
2029-06-24,95.91690475413526
2029-07-01,97.77344409861296
2029-07-08,100.26269449392265
2029-07-15,97.51479240525671
2029-07-22,99.0547723582497
2029-07-29,95.07408207572634
2029-08-05,93.34984733061846
2029-08-12,93.37192897298232
2029-08-19,89.19704222649378
2029-08-26,84.23345942806804
2029-09-02,86.22468861978928
2029-09-09,82.02334509198641
2029-09-16,81.87053184470233
2029-09-23,77.92902624699254
2029-09-30,70.92465863909962
2029-10-07,69.30408289601341
2029-10-14,69.60411635726965
2029-10-21,65.66540257412429
2029-10-28,60.57765639005205
2029-11-04,53.621239638852565
2029-11-11,50.17555628211986
2029-11-18,48.790554538933925
2029-11-25,46.14909537341391
2029-12-02,47.8561649208004
2029-12-09,43.713064447719475
2029-12-16,41.391004089793455
2029-12-23,44.77314294928071
2029-12-30,40.62823844094964
2030-01-06,42.668001370811744
2030-01-13,45.23563729050007
2030-01-20,44.42930472904434
2030-01-27,49.09423601538274
2030-02-03,52.13649022878043
2030-02-10,53.09498762782989
2030-02-17,57.38978762130762
2030-02-24,60.990170349808224
2030-03-03,63.5076206698586
2030-03-10,73.93092229850971
2030-03-17,76.81147763529242
2030-03-24,85.09715202972654
2030-03-31,77.82633627848504
2030-04-07,80.18240866068498
2030-04-14,90.43983350333814
2030-04-21,89.70289830904515
2030-04-28,91.37360139427993
2030-05-05,92.94249317000138
2030-05-12,93.04006507078475
